Period,accel_x_peak1_magnitude,accel_x_peak1_location,accel_x_peak2_magnitude,accel_x_peak2_location,accel_x_trough1_magnitude,accel_x_trough1_location,accel_x_trough2_magnitude,accel_x_trough2_location,accel_y_peak1_magnitude, accel_y_peak1_location, accel_y_peak2_magnitude, accel_y_peak2_location,accel_y_trough1_magnitude,accel_y_trough1_location,accel_y_trough2_magnitude,accel_y_trough2_location,gyro_z_peak1_magnitude,gyro_z_peak1_location,gyro_z_peak2_magnitude,gyro_z_peak2_location,gyro_z_trough1_magnitude,gyro_z_trough1_location,gyro_z_trough2_magnitude,gyro_z_trough2_location,standard_deviation_peak,standard_deviation_trough
       496,        0.2208212018,        77,        0.1964071393,       604,       -0.3519327044,        38,       -0.3509561419,       570,        0.4429874718,       604,        0.3106632531,       187,     -171.9507141113,       114,      -94.5734024048,       165,       86.1516952515,       587,       77.1337509155,        40,     -171.9507141113,       114,      -94.5734024048,       165,        0.2214006484,        0.0544629656
      1102,        0.3902547956,        41,        0.1793172956,       566,       -0.3094522357,       136,       -0.1629678607,       502,        0.5020694733,       162,        0.4429874718,         0,     -250.7623596191,        98,     -139.9682922363,       149,       82.9473495483,         0,       74.7228622437,       556,     -250.7623596191,        98,     -139.9682922363,       149,        0.2703022957,        0.0508986227
      1672,        0.3458212018,         3,        0.1168172956,        54,       -0.2869912982,       114,       -0.1810342669,       201,        0.4000187218,       167,        0.1788273156,        87,     -227.6147766113,        98,     -138.1067199707,        47,       67.6122665405,       550,       58.7621688843,       188,     -227.6147766113,        98,     -138.1067199707,        47,        0.2274083495,        0.0487664975
      2223,        0.4058797956,        72,        0.1090047956,       123,       -0.2601358294,        22,       -0.2576944232,       186,        0.3799991906,        52,        0.3140812218,       243,     -217.9407043457,       159,     -142.9590148926,       108,       83.0694198608,        54,       69.1381454468,         3,     -217.9407043457,       159,     -142.9590148926,       108,        0.2412136346,        0.0457549542
      2866,        0.3853719831,        67,        0.1539266706,       118,       -0.2780641913,       189,       -0.2394899726,       277,        0.4284861982,       212,        0.4102726281,        48,     -239.2294769287,       158,     -155.5780334473,       106,       72.9223251343,        30,       72.1261215210,       706,     -239.2294769287,       158,     -155.5780334473,       106,        0.2628359497,        0.0463426821
      3579,        0.3352170587,        21,        0.2326779962,       653,       -0.2272829413,       128,       -0.2214235663,       224,        0.3415721357,         0,        0.3352244794,       638,     -220.2017669678,       112,     -167.6047210693,        60,       73.8656234741,       633,       67.9604721069,         0,     -220.2017669678,       112,     -167.6047210693,        60,        0.2093212605,        0.0428210087
      4234,        0.3064084649,        10,        0.1140256524,       351,       -0.2224001288,       128,       -0.2023805976,       600,        0.2434276044,       131,        0.2229197919,       185,     -195.7266693115,       106,     -150.7437591553,        54,       62.5893783569,       603,       43.8210678101,       254,     -195.7266693115,       106,     -150.7437591553,        54,        0.2070648819,        0.0462016910
      4864,        0.4001584649,        39,        0.3025022149,       698,       -0.2526735663,       652,       -0.2336305976,       161,        0.4211619794,        23,        0.3786815107,       686,     -209.6732025146,       130,     -159.0445404053,       181,       91.1080551147,       679,       67.4111557007,        24,     -209.6732025146,       130,     -159.0445404053,       181,        0.2290205359,        0.0474865809
      5564,        0.3996701837,         9,        0.1849883199,       652,       -0.2556032538,       232,       -0.2258180976,       122,        0.3781932294,       171,        0.2822633386,       644,     -210.7413177490,        99,     -152.4832611084,        47,       72.5010375977,       641,       43.6619262695,       589,     -210.7413177490,        99,     -152.4832611084,        47,        0.2371412367,        0.0483108163
      6219,        0.3246367574,        27,        0.1039336324,       177,       -0.2935273051,       124,       -0.1797577739,       207,        0.3071656823,       169,        0.1743531823,        89,     -226.9832153320,        99,     -148.0189819336,        47,       53.8090209961,       194,       53.1376342773,       570,     -226.9832153320,        99,     -148.0189819336,        47,        0.2400684953,        0.0580166727
      6804,        0.4037383199,        55,        0.0941680074,       323,       -0.1890351176,       180,       -0.1768280864,       629,        0.3486695886,        32,        0.2173219323,       214,     -188.3784790039,       159,     -157.8456420898,       108,       63.8187866211,        32,       49.2161254883,       637,     -188.3784790039,       159,     -157.8456420898,       108,        0.2522174418,        0.0461507291
      7442,        0.3392851949,        90,        0.0990508199,       242,       -0.2305390239,       631,       -0.2188202739,       174,        0.3413453698,       215,        0.3188844323,        48,     -222.5429077148,       157,     -147.4238891602,       106,       87.0274047852,        47,       50.9098510742,       632,     -222.5429077148,       157,     -147.4238891602,       106,        0.2168762833,        0.0491780639
      8076,        0.3158476949,        77,        0.1019805074,       229,       -0.3775116801,         8,       -0.2339569926,       168,        0.2690797448,        42,        0.2690797448,       210,     -225.4725952148,       153,     -151.7421264648,       102,       87.0121459961,        38,       45.5540161133,       654,     -225.4725952148,       153,     -151.7421264648,       102,        0.2319065630,        0.0538183711
      8732,        0.3495391011,        63,        0.1554101110,       680,       -0.3462616801,       146,       -0.3045508265,       272,        0.4378527403,       680,        0.4072633386,        40,     -246.0719604492,       148,     -163.1099243164,        97,       80.7102661133,        40,       78.9531402588,       661,     -246.0719604492,       148,     -163.1099243164,        97,        0.2567776740,        0.0549105555
      9416,        0.4312890172,        16,        0.0973046422,       186,       -0.3646094203,       520,       -0.2435156703,       134,        0.3895128965,       160,        0.2801378965,         0,     -219.7376556396,        98,     -160.0300140381,       149,       83.5460357666,       527,       70.1335601807,         0,     -219.7376556396,        98,     -160.0300140381,       149,        0.2860424519,        0.0483545922
