Period,accel_x_peak1_magnitude,accel_x_peak1_location,accel_x_peak2_magnitude,accel_x_peak2_location,accel_x_trough1_magnitude,accel_x_trough1_location,accel_x_trough2_magnitude,accel_x_trough2_location,accel_y_peak1_magnitude, accel_y_peak1_location, accel_y_peak2_magnitude, accel_y_peak2_location,accel_y_trough1_magnitude,accel_y_trough1_location,accel_y_trough2_magnitude,accel_y_trough2_location,gyro_z_peak1_magnitude,gyro_z_peak1_location,gyro_z_peak2_magnitude,gyro_z_peak2_location,gyro_z_trough1_magnitude,gyro_z_trough1_location,gyro_z_trough2_magnitude,gyro_z_trough2_location,standard_deviation_peak,standard_deviation_trough
       457,        0.3234774470,        39,        0.2853915095,       164,       -0.5417569280,         5,       -0.3449795842,       357,        1.1036186218,       168,        0.3018608391,       219,     -270.3828430176,        98,      -98.5993804932,        47,       95.9806976318,       195,       83.6973724365,        13,     -270.3828430176,        98,      -98.5993804932,        47,        0.4837310910,        0.1643153131
       816,        0.6325594783,        85,        0.2922274470,       240,       -1.1086513996,        43,       -1.0656826496,       396,        2.4781303406,       180,        0.6221733093,       231,     -440.5030822754,       147,     -249.1883697510,        95,      202.5328216553,       214,      183.2914886475,       401,     -440.5030822754,       147,     -249.1883697510,        95,        0.7018774152,        0.1778740734
      1218,        0.7170321345,        39,        0.4084383845,       202,       -1.0671474934,         1,       -0.9484952092,       179,        2.4576225281,       179,        0.6529350281,       123,     -396.3746643066,        97,     -193.4785308838,        45,      207.8428802490,       179,      192.2789154053,         4,     -396.3746643066,        97,     -193.4785308838,        45,        0.6635529995,        0.1857714653
      1554,        0.6472079158,        58,        0.3483797908,       194,       -1.4099209309,        20,       -1.2092373371,       179,        2.8492240906,       183,        0.8770561218,       130,     -432.4922180176,       114,     -230.6489410400,        63,      217.3948822021,       185,      207.7055511475,        20,     -432.4922180176,       114,     -230.6489410400,        63,        0.7806556225,        0.1741480678
      1872,        0.7214266658,        88,        0.3879305720,       232,       -1.4318935871,       224,       -1.2180263996,       402,        2.2535209656,       183,        0.9107475281,       236,     -440.2131652832,       152,     -255.2613677979,        99,      211.8254241943,        48,      211.2303314209,       401,     -440.2131652832,       152,     -255.2613677979,        99,        0.7122827768,        0.1972404718
      2275,        0.7238680720,        37,        0.4064852595,       177,       -1.2404873371,       170,       -1.2180263996,         0,        2.4234428406,       166,        0.6885795593,       105,     -436.9020080566,        98,     -253.3540191650,        47,      214.9382171631,       167,      208.9109954834,       347,     -436.9020080566,        98,     -253.3540191650,        47,        0.7286294699,        0.1728364229
      2625,        0.7014071345,        39,        0.3474032283,       179,       -1.1633388996,         0,       -1.0144131184,       168,        2.1880912781,       167,        0.7667045593,       114,     -429.1810607910,        98,     -256.4820861816,        45,      197.9246673584,       168,      196.4445648193,         0,     -429.1810607910,        98,     -256.4820861816,        45,        0.6928728819,        0.1716610342
      2946,        0.6126524806,        66,        0.4075743556,       225,       -1.2188904285,       202,       -1.0827724934,        28,        2.3437035084,       202,        1.1322777271,       149,     -412.2543334961,       128,     -259.1018676758,        77,      222.8622436523,       201,      222.5065765381,        26,     -412.2543334961,       128,     -259.1018676758,        77,        0.7252165675,        0.2048123628
      3308,        0.6898009181,        64,        0.3670470119,       204,       -1.2882263660,       193,       -1.1461365223,        26,        2.5321800709,       193,        0.7719261646,       140,     -443.2296752930,       122,     -228.3401489258,        71,      221.0311889648,       194,      210.4568481445,        23,     -443.2296752930,       122,     -228.3401489258,        71,        0.8027217388,        0.1859211326
      3639,        0.6624571681,        90,        0.3973204494,       230,       -1.2120544910,        44,       -1.1920349598,       219,        2.7367699146,       218,        0.8964378834,       165,     -428.8406372070,       144,     -215.8432006836,        92,      231.9564819336,        46,      225.6088256836,       218,     -428.8406372070,       144,     -215.8432006836,        92,        0.7351599932,        0.2096242607
