Period,accel_x_peak1_magnitude,accel_x_peak1_location,accel_x_peak2_magnitude,accel_x_peak2_location,accel_x_trough1_magnitude,accel_x_trough1_location,accel_x_trough2_magnitude,accel_x_trough2_location,accel_y_peak1_magnitude, accel_y_peak1_location, accel_y_peak2_magnitude, accel_y_peak2_location,accel_y_trough1_magnitude,accel_y_trough1_location,accel_y_trough2_magnitude,accel_y_trough2_location,gyro_z_peak1_magnitude,gyro_z_peak1_location,gyro_z_peak2_magnitude,gyro_z_peak2_location,gyro_z_trough1_magnitude,gyro_z_trough1_location,gyro_z_trough2_magnitude,gyro_z_trough2_location,standard_deviation_peak,standard_deviation_trough
       367,        0.6532003880,       26.0000000000,        0.1595480442,      209.0000000000,       -0.5338113308,      117.0000000000,       -0.4361550808,      187.0000000000,        1.1870818138,      137.0000000000,        0.4932341576,      190.0000000000,     -342.4338378906,       98.0000000000,     -216.4114990234,       47.0000000000,      122.5472412109,      160.0000000000,       93.1435546875,        0.0000000000,     -342.4338378906,       98.0000000000,     -216.4114990234,       47.0000000000,        0.4779279232,        0.1252514720
       431,        0.6068136692,       81.0000000000,        0.2576925755,      259.0000000000,       -0.9151589870,       28.0000000000,       -0.6925027370,      233.0000000000,        1.2544646263,      229.0000000000,        0.8877654076,      175.0000000000,     -347.9880371094,      150.0000000000,     -223.8883056641,       99.0000000000,      152.3476562500,       41.0000000000,      138.6757812500,      230.0000000000,     -347.9880371094,      150.0000000000,     -223.8883056641,       99.0000000000,        0.5075780153,        0.1341888756
       393,        0.6048605442,       63.0000000000,        0.3675558567,      215.0000000000,       -0.7872292995,        9.0000000000,       -0.7652566433,      196.0000000000,        1.4966521263,      165.0000000000,        0.5386443138,       40.0000000000,     -369.3656005859,      126.0000000000,     -215.3586425781,       75.0000000000,      165.9737548828,      202.0000000000,      158.7410888672,       19.0000000000,     -369.3656005859,      126.0000000000,     -215.3586425781,       75.0000000000,        0.5139814615,        0.1212162003
       365,        0.6199972630,       65.0000000000,        0.4310324192,      213.0000000000,       -1.0006082058,       12.0000000000,       -0.7759988308,      194.0000000000,        1.5000700951,      197.0000000000,        0.9077849388,      144.0000000000,     -370.9677734375,      124.0000000000,     -214.5651855469,       73.0000000000,      158.6037597656,       22.0000000000,      150.4250488281,      197.0000000000,     -370.9677734375,      124.0000000000,     -214.5651855469,       73.0000000000,        0.5722949505,        0.1216874868
       438,        0.6033957005,       92.0000000000,        0.1922628880,      259.0000000000,       -1.0308816433,       38.0000000000,       -0.8511941433,      434.0000000000,        1.5488982201,      190.0000000000,        0.5508513451,      243.0000000000,     -386.4096679688,      154.0000000000,     -217.8610839844,      101.0000000000,      168.9492187500,       52.0000000000,      150.6234130859,      212.0000000000,     -386.4096679688,      154.0000000000,     -217.8610839844,      101.0000000000,        0.5741069913,        0.1474081129
       381,        0.6986105442,       52.0000000000,        0.2520006299,      216.0000000000,       -0.7354714870,        0.0000000000,       -0.7066628933,      110.0000000000,        1.4883513451,      155.0000000000,        0.5484099388,       30.0000000000,     -366.9547119141,      114.0000000000,     -220.5771484375,       63.0000000000,      173.8930664062,        7.0000000000,      110.8862457275,      194.0000000000,     -366.9547119141,      114.0000000000,     -220.5771484375,       63.0000000000,        0.5451487899,        0.1368598342
       433,        0.6338365674,       79.0000000000,        0.2651842237,      245.0000000000,       -0.9105970263,       24.0000000000,       -0.7943860888,      425.0000000000,        1.5599080324,      176.0000000000,        0.5838337541,       55.0000000000,     -398.8641357422,      139.0000000000,     -238.5858001709,       88.0000000000,      137.9858551025,       36.0000000000,      121.3842926025,      432.0000000000,     -398.8641357422,      139.0000000000,     -238.5858001709,       88.0000000000,        0.5560497642,        0.1436500400
       370,        0.6665514112,       45.0000000000,        0.2227037549,      219.0000000000,       -0.7245618701,      112.0000000000,       -0.5863782763,        0.0000000000,        1.3738728762,      146.0000000000,        0.4300251603,       26.0000000000,     -391.6925048828,      114.0000000000,     -251.0217132568,       62.0000000000,      152.5427398682,        4.0000000000,       96.6040191650,      193.0000000000,     -391.6925048828,      114.0000000000,     -251.0217132568,       62.0000000000,        0.5206149817,        0.1403730065
       457,        0.6270006299,       85.0000000000,        0.2793443799,      260.0000000000,       -0.9223157763,      435.0000000000,       -0.7646009326,       32.0000000000,        1.5164510012,      188.0000000000,        0.6043415666,       66.0000000000,     -399.2761230469,      151.0000000000,     -250.0146331787,       99.0000000000,      142.9449615479,       43.0000000000,      139.8321685791,      448.0000000000,     -399.2761230469,      151.0000000000,     -250.0146331787,       99.0000000000,        0.5285502672,        0.1431485265
       401,        0.6728990674,       31.0000000000,        0.3203600049,      203.0000000000,       -0.9447767138,      377.0000000000,       -0.7777845263,       92.0000000000,        1.5213338137,      134.0000000000,        0.5350056291,      185.0000000000,     -405.0744628906,       98.0000000000,     -257.4761962891,       47.0000000000,      120.1635894775,      391.0000000000,      117.6458892822,      153.0000000000,     -405.0744628906,       98.0000000000,     -257.4761962891,       47.0000000000,        0.5671055913,        0.1366384178
       348,        0.6636217237,       30.0000000000,        0.2231920362,      203.0000000000,       -0.6435071826,      103.0000000000,       -0.5448743701,      180.0000000000,        1.5457478762,      133.0000000000,        0.4568806291,      184.0000000000,     -397.0025634766,       97.0000000000,     -253.1579437256,       46.0000000000,      101.0901031494,      176.0000000000,      100.0067291260,        0.0000000000,     -397.0025634766,       97.0000000000,     -253.1579437256,       46.0000000000,        0.5179054141,        0.1221003830
       463,        0.6265123487,       88.0000000000,        0.2515123487,      263.0000000000,       -0.8471204638,       38.0000000000,       -0.7348157763,      447.0000000000,        1.3479939699,      190.0000000000,        0.9993610978,      241.0000000000,     -406.9360351562,      154.0000000000,     -252.6391448975,      103.0000000000,      137.2229156494,       50.0000000000,      134.6899566650,      459.0000000000,     -406.9360351562,      154.0000000000,     -252.6391448975,      103.0000000000,        0.5394608378,        0.1469092220
       420,        0.6299303174,       38.0000000000,        0.2925279737,      211.0000000000,       -1.0061202049,      394.0000000000,       -0.6547376513,      189.0000000000,        1.3255330324,      143.0000000000,        0.4280720353,      194.0000000000,     -388.0303955078,      108.0000000000,     -266.9824218750,       57.0000000000,      198.3274230957,      407.0000000000,      127.2589263916,        0.0000000000,     -388.0303955078,      108.0000000000,     -266.9824218750,       57.0000000000,        0.5293914080,        0.1443423927
       371,        0.6183915734,       31.0000000000,        0.1789384484,      198.0000000000,       -0.7390303016,       95.0000000000,       -0.6648115516,      176.0000000000,        1.5134949684,      133.0000000000,        0.6673035622,       12.0000000000,     -335.4707946777,       97.0000000000,     -198.4621276855,       46.0000000000,      168.3439025879,      174.0000000000,      157.3117980957,        0.0000000000,     -335.4707946777,       97.0000000000,     -198.4621276855,       46.0000000000,        0.4815883338,        0.0844954550
