Period,accel_x_peak1_magnitude,accel_x_peak1_location,accel_x_peak2_magnitude,accel_x_peak2_location,accel_x_trough1_magnitude,accel_x_trough1_location,accel_x_trough2_magnitude,accel_x_trough2_location,accel_y_peak1_magnitude, accel_y_peak1_location, accel_y_peak2_magnitude, accel_y_peak2_location,accel_y_trough1_magnitude,accel_y_trough1_location,accel_y_trough2_magnitude,accel_y_trough2_location,gyro_z_peak1_magnitude,gyro_z_peak1_location,gyro_z_peak2_magnitude,gyro_z_peak2_location,gyro_z_trough1_magnitude,gyro_z_trough1_location,gyro_z_trough2_magnitude,gyro_z_trough2_location,standard_deviation_peak,standard_deviation_trough
       283,        0.0217384100,      251.0000000000,        0.0183204412,       28.0000000000,       -0.1105858088,      198.0000000000,       -0.0451561213,      281.0000000000,        0.1731317043,      224.0000000000,        0.0535027906,      275.0000000000,      -41.0186424255,      168.0000000000,      -27.0415935516,      115.0000000000,       74.3225402832,      282.0000000000,       13.3636798859,      231.0000000000,      -41.0186424255,      168.0000000000,      -27.0415935516,      115.0000000000,        0.0561781600,        0.0083240401
       452,        0.7698577046,      196.0000000000,        0.5721037984,       72.0000000000,       -1.6749665737,      265.0000000000,       -1.0890290737,      110.0000000000,        3.2623336315,      257.0000000000,        2.8072555065,      448.0000000000,     -215.5194091797,      116.0000000000,      -52.3876991272,      355.0000000000,      280.7879638672,      265.0000000000,       94.0051193237,      450.0000000000,     -215.5194091797,      116.0000000000,      -52.3876991272,      355.0000000000,        0.6458735466,        0.1835603565
       548,        1.2688810825,      114.0000000000,        0.7918303609,      170.0000000000,       -2.0235993862,      253.0000000000,       -1.4786775112,       83.0000000000,        5.4683885574,      245.0000000000,        2.6431930065,      110.0000000000,     -230.6256103516,       98.0000000000,      -87.9864578247,      336.0000000000,      315.2117919922,      249.0000000000,       95.4547042847,      546.0000000000,     -230.6256103516,       98.0000000000,      -87.9864578247,      336.0000000000,        0.7579067349,        0.2053412199
       581,        0.7332366109,      174.0000000000,        0.7298186421,      121.0000000000,       -2.3829743862,      257.0000000000,       -1.4586579800,       87.0000000000,        6.7379198074,      249.0000000000,        1.9425095320,      117.0000000000,     -210.0415039062,      104.0000000000,      -79.6246414185,      346.0000000000,      320.8575439453,      253.0000000000,       99.9865646362,       22.0000000000,     -210.0415039062,      104.0000000000,      -79.6246414185,      346.0000000000,        0.7821747661,        0.1374559551
       518,        0.7731459737,       56.0000000000,        0.7555678487,      121.0000000000,       -1.5847642422,      246.0000000000,       -1.2244126797,       94.0000000000,        4.3269910812,      239.0000000000,        1.8006241322,      117.0000000000,     -243.1038055420,       98.0000000000,      -82.2761611938,      316.0000000000,      273.1315612793,      243.0000000000,      106.7497177124,       16.0000000000,     -243.1038055420,       98.0000000000,      -82.2761611938,      316.0000000000,        0.8169685006,        0.2351575047
       566,        0.8239272237,      138.0000000000,        0.6779311299,      195.0000000000,       -1.7664048672,      267.0000000000,       -1.1897447109,      108.0000000000,        3.8689835072,      256.0000000000,        1.7893936634,      134.0000000000,     -229.0352020264,      116.0000000000,      -77.7290420532,      335.0000000000,      295.5619812012,      263.0000000000,      106.2004013062,       29.0000000000,     -229.0352020264,      116.0000000000,      -77.7290420532,      335.0000000000,        0.7931784391,        0.2238257527
       505,        1.0490248203,      116.0000000000,        0.8805678487,      169.0000000000,       -1.7200181484,      238.0000000000,       -1.3718736172,       89.0000000000,        4.5994520187,      230.0000000000,        2.2513077259,      112.0000000000,     -245.9877166748,       98.0000000000,      -76.5693740845,      186.0000000000,      286.7271423340,      237.0000000000,      106.4292831421,      503.0000000000,     -245.9877166748,       98.0000000000,      -76.5693740845,      186.0000000000,        0.8232610822,        0.2288601249
