Period,accel_x_peak1_magnitude,accel_x_peak1_location,accel_x_peak2_magnitude,accel_x_peak2_location,accel_x_trough1_magnitude,accel_x_trough1_location,accel_x_trough2_magnitude,accel_x_trough2_location,accel_y_peak1_magnitude, accel_y_peak1_location, accel_y_peak2_magnitude, accel_y_peak2_location,accel_y_trough1_magnitude,accel_y_trough1_location,accel_y_trough2_magnitude,accel_y_trough2_location,gyro_z_peak1_magnitude,gyro_z_peak1_location,gyro_z_peak2_magnitude,gyro_z_peak2_location,gyro_z_trough1_magnitude,gyro_z_trough1_location,gyro_z_trough2_magnitude,gyro_z_trough2_location,standard_deviation_peak,standard_deviation_trough
       618,        0.0961938500,      251.0000000000,        0.0708032250,        0.0000000000,       -0.1826147437,      616.0000000000,       -0.1665014625,      228.0000000000,        0.2134699523,      263.0000000000,        0.1226496398,      563.0000000000,     -126.2740020752,       98.0000000000,     -103.1111602783,       47.0000000000,       57.7622528076,      243.0000000000,       50.0718231201,      616.0000000000,     -126.2740020752,       98.0000000000,     -103.1111602783,       47.0000000000,        0.1607095748,        0.0464999378
       648,        0.2807641625,       63.0000000000,        0.0908227563,      114.0000000000,       -0.2499975562,      647.0000000000,       -0.2485327125,      192.0000000000,        0.2740168273,       40.0000000000,        0.2539972961,      240.0000000000,     -190.6355743408,      184.0000000000,     -167.3506622314,      133.0000000000,       80.1163787842,      312.0000000000,       57.0756072998,       41.0000000000,     -190.6355743408,      184.0000000000,     -167.3506622314,      133.0000000000,        0.2153131962,        0.0463791490
       708,        0.3759790063,       82.0000000000,        0.0996118188,      237.0000000000,       -0.4355444312,      687.0000000000,       -0.4052709937,       14.0000000000,        0.2701105773,      157.0000000000,        0.2027277648,       48.0000000000,     -201.1946563721,      152.0000000000,     -168.6629180908,      203.0000000000,       86.5555877686,      687.0000000000,       69.1300506592,      332.0000000000,     -201.1946563721,      152.0000000000,     -168.6629180908,      203.0000000000,        0.2668625414,        0.0494782403
       639,        0.4458032250,       40.0000000000,        0.2915063500,      638.0000000000,       -0.3749975562,      593.0000000000,       -0.2578100562,      232.0000000000,        0.4371027648,      194.0000000000,        0.2530207336,        5.0000000000,     -212.6387481689,       99.0000000000,     -197.5783233643,      150.0000000000,       83.3207244873,      256.0000000000,       76.6678924561,      600.0000000000,     -212.6387481689,       99.0000000000,     -197.5783233643,      150.0000000000,        0.2668033242,        0.0457196981
       598,        0.4383817911,      593.0000000000,        0.3837915063,       18.0000000000,       -0.4815400839,      540.0000000000,       -0.2905249000,      139.0000000000,        0.4830012023,      169.0000000000,        0.2628717124,      566.0000000000,     -212.9134063721,      104.0000000000,     -180.9157257080,       53.0000000000,       99.8612518311,      230.0000000000,       79.2652435303,      538.0000000000,     -212.9134063721,      104.0000000000,     -180.9157257080,       53.0000000000,        0.2973783016,        0.0499747247
       552,        0.4789091349,        2.0000000000,        0.0658231974,      226.0000000000,       -0.4707978964,      529.0000000000,       -0.3345674276,      119.0000000000,        0.4489068687,      149.0000000000,        0.1744928062,       59.0000000000,     -232.3039703369,      104.0000000000,     -214.5122222900,       52.0000000000,       80.7300872803,      209.0000000000,       72.7039642334,      538.0000000000,     -232.3039703369,      104.0000000000,     -214.5122222900,       52.0000000000,        0.3184968531,        0.0530574955
       595,        0.4437528849,       46.0000000000,        0.3690458536,      593.0000000000,       -0.4703096151,      547.0000000000,       -0.3267549276,      157.0000000000,        0.7926568985,      187.0000000000,        0.3121881187,      240.0000000000,     -244.8009185791,      112.0000000000,     -224.0947418213,      163.0000000000,       82.7442474365,      241.0000000000,       72.8260345459,      568.0000000000,     -244.8009185791,      112.0000000000,     -224.0947418213,      163.0000000000,        0.3012611866,        0.0627401993
       564,        0.4940458536,        1.0000000000,        0.1966825724,      563.0000000000,       -0.4058564901,      524.0000000000,       -0.3565400839,      130.0000000000,        0.6530084610,      157.0000000000,        0.3151178062,      214.0000000000,     -242.0390777588,      110.0000000000,     -220.3563385010,       59.0000000000,      106.6852874756,      212.0000000000,       64.6015472412,      551.0000000000,     -242.0390777588,      110.0000000000,     -220.3563385010,       59.0000000000,        0.3107124567,        0.0618800595
       545,        0.4115263224,       22.0000000000,        0.1195341349,      172.0000000000,       -0.3677705526,      142.0000000000,       -0.3213838339,      237.0000000000,        0.5275201797,      248.0000000000,        0.4230279624,      180.0000000000,     -223.3775787354,      102.0000000000,     -206.2114410400,      153.0000000000,       88.6799163818,      226.0000000000,       57.6893157959,      277.0000000000,     -223.3775787354,      102.0000000000,     -206.2114410400,      153.0000000000,        0.2794822752,        0.0622722320
       612,        0.4530302286,       76.0000000000,        0.1346156001,      512.0000000000,       -0.4928258061,      604.0000000000,       -0.4615205526,       19.0000000000,        0.3771295249,      232.0000000000,        0.2462701499,       45.0000000000,     -237.0036773682,      158.0000000000,     -198.9940338135,      209.0000000000,       87.0472259521,      297.0000000000,       72.3173294067,      607.0000000000,     -237.0036773682,      158.0000000000,     -198.9940338135,      209.0000000000,        0.3116358817,        0.0586758144
       514,        0.4793421626,       49.0000000000,        0.1331507564,      311.0000000000,       -0.4161656499,      166.0000000000,       -0.4147008061,        0.0000000000,        0.8795090914,      193.0000000000,        0.5089036226,      250.0000000000,     -264.1389770508,      136.0000000000,     -216.2263793945,       85.0000000000,       97.8605422974,      226.0000000000,       71.1576614380,        0.0000000000,     -264.1389770508,      136.0000000000,     -216.2263793945,       85.0000000000,        0.3326036632,        0.0663108528
       627,        0.4891077876,       74.0000000000,        0.1102015376,      231.0000000000,       -0.4996617436,       21.0000000000,       -0.4820836186,      596.0000000000,        0.5889817476,      231.0000000000,        0.3321457803,      292.0000000000,     -245.0654907227,      184.0000000000,     -228.8301391602,      133.0000000000,       76.0557327271,      268.0000000000,       69.2655715942,      604.0000000000,     -245.0654907227,      184.0000000000,     -228.8301391602,      133.0000000000,        0.3396171629,        0.0702031553
       577,        0.4993616939,       29.0000000000,        0.0945765376,      253.0000000000,       -0.3937047124,      541.0000000000,       -0.3624547124,      151.0000000000,        0.5987473726,      177.0000000000,        0.2808762491,        0.0000000000,     -246.5913696289,      125.0000000000,     -224.8933715820,       74.0000000000,       85.4093704224,      235.0000000000,       63.8181838989,        0.0000000000,     -246.5913696289,      125.0000000000,     -224.8933715820,       74.0000000000,        0.3203682601,        0.0661949441
       535,        0.4432093501,       21.0000000000,        0.1014124751,      200.0000000000,       -0.2897008061,      151.0000000000,       -0.2384312749,      245.0000000000,        0.5245286226,      181.0000000000,        0.1885910928,      244.0000000000,     -233.6366577148,      121.0000000000,     -208.4138793945,       70.0000000000,       77.0475540161,      247.0000000000,       52.4351272583,        0.0000000000,     -233.6366577148,      121.0000000000,     -208.4138793945,       70.0000000000,        0.2970864475,        0.0649737418
       586,        0.4036585689,       84.0000000000,        0.0818812251,      255.0000000000,       -0.3321812749,       12.0000000000,       -0.3033726811,      202.0000000000,        0.4166184366,      233.0000000000,        0.2110520303,      145.0000000000,     -229.2268676758,      191.0000000000,     -216.8062133789,      140.0000000000,       68.3347854614,      276.0000000000,       56.5244827271,       48.0000000000,     -229.2268676758,      191.0000000000,     -216.8062133789,      140.0000000000,        0.2871620059,        0.0679310784
       606,        0.5374699235,       88.0000000000,        0.1292667985,      232.0000000000,       -0.4952449203,       23.0000000000,       -0.3971003890,      202.0000000000,        0.8296470046,      228.0000000000,        0.2847251296,      153.0000000000,     -239.1730041504,      160.0000000000,     -214.2859191895,      211.0000000000,       82.4212341309,       38.0000000000,       81.9482116699,      288.0000000000,     -239.1730041504,      160.0000000000,     -214.2859191895,      211.0000000000,        0.3593287468,        0.0779133588
       577,        0.4495792985,       61.0000000000,        0.1087589860,      208.0000000000,       -0.4547175765,      565.0000000000,       -0.3643855453,        0.0000000000,        0.7451743484,      208.0000000000,        0.3521079421,      287.0000000000,     -236.7926330566,      164.0000000000,     -216.1780090332,      112.0000000000,       97.9089050293,      258.0000000000,       76.1651306152,      573.0000000000,     -236.7926330566,      164.0000000000,     -216.1780090332,      112.0000000000,        0.3196519017,        0.0731215775
