Period,accel_x_peak1_magnitude,accel_x_peak1_location,accel_x_peak2_magnitude,accel_x_peak2_location,accel_x_trough1_magnitude,accel_x_trough1_location,accel_x_trough2_magnitude,accel_x_trough2_location,accel_y_peak1_magnitude, accel_y_peak1_location, accel_y_peak2_magnitude, accel_y_peak2_location,accel_y_trough1_magnitude,accel_y_trough1_location,accel_y_trough2_magnitude,accel_y_trough2_location,gyro_z_peak1_magnitude,gyro_z_peak1_location,gyro_z_peak2_magnitude,gyro_z_peak2_location,gyro_z_trough1_magnitude,gyro_z_trough1_location,gyro_z_trough2_magnitude,gyro_z_trough2_location,standard_deviation_peak,standard_deviation_trough
       434,        1.1586633921,       53.0000000000,        0.2997766733,      264.0000000000,       -0.7680944204,       11.0000000000,       -0.7065709829,      200.0000000000,        0.8124676943,      196.0000000000,        0.7607098818,      143.0000000000,     -261.4752502441,       98.0000000000,     -122.8491592407,      149.0000000000,      135.3295593262,       19.0000000000,       68.1603622437,      226.0000000000,     -261.4752502441,       98.0000000000,     -122.8491592407,      149.0000000000,        0.6628020406,        0.1539489031
       489,        1.0663782358,       61.0000000000,        0.4555383921,      454.0000000000,       -0.9458287954,       11.0000000000,       -0.8130162954,      268.0000000000,        0.5072919130,      128.0000000000,        0.4032880068,      457.0000000000,     -253.0523986816,      102.0000000000,     -145.8746643066,      153.0000000000,      132.0336608887,       21.0000000000,      105.0408554077,      487.0000000000,     -253.0523986816,      102.0000000000,     -145.8746643066,      153.0000000000,        0.6684842706,        0.1391197145
       413,        1.0077844858,       48.0000000000,        0.3383508921,      315.0000000000,       -0.8095983267,      209.0000000000,       -0.7261022329,        0.0000000000,        0.7577801943,      135.0000000000,        0.6479169130,      193.0000000000,     -261.7193908691,       96.0000000000,     -117.2797012329,      148.0000000000,      129.1497497559,       10.0000000000,       77.2546005249,      411.0000000000,     -261.7193908691,       96.0000000000,     -117.2797012329,      148.0000000000,        0.6290252209,        0.1687453538
       450,        1.0258508921,       62.0000000000,        0.3393274546,      400.0000000000,       -0.7676061392,      449.0000000000,       -0.6621373892,      225.0000000000,        0.7304364443,      164.0000000000,        0.3608075380,      217.0000000000,     -251.6791076660,      110.0000000000,     -167.3437805176,      161.0000000000,      132.8423767090,       27.0000000000,       97.4572372437,      448.0000000000,     -251.6791076660,      110.0000000000,     -167.3437805176,      161.0000000000,        0.6333866715,        0.1480654329
       435,        1.1440149546,       52.0000000000,        0.3739954233,      408.0000000000,       -0.9746373892,      434.0000000000,       -0.9238561392,        2.0000000000,        1.1200848818,      139.0000000000,        0.9013348818,      190.0000000000,     -272.9346008301,       98.0000000000,     -124.5276260376,      149.0000000000,      141.8298034668,       12.0000000000,      125.1214218140,      434.0000000000,     -272.9346008301,       98.0000000000,     -124.5276260376,      149.0000000000,        0.6750433445,        0.1527437270
       464,        1.0229212046,       41.0000000000,        0.1982141733,      219.0000000000,       -1.0102819204,        7.0000000000,       -0.9907865524,      462.0000000000,        0.8066083193,      189.0000000000,        0.1518231630,        0.0000000000,     -343.0639953613,       98.0000000000,     -246.3843078613,      149.0000000000,      182.2655944824,       12.0000000000,       83.0834579468,      209.0000000000,     -343.0639953613,       98.0000000000,     -246.3843078613,      149.0000000000,        0.7137465477,        0.1000268906
       519,        0.5575532913,      479.0000000000,        0.5409517288,       48.0000000000,       -1.0347318649,        2.0000000000,       -0.5791654587,      240.0000000000,        0.4076489806,      150.0000000000,        0.3314771056,      482.0000000000,     -207.1221466064,      116.0000000000,     -147.8875274658,       64.0000000000,       73.2886199951,      468.0000000000,       64.3011932373,        4.0000000000,     -207.1221466064,      116.0000000000,     -147.8875274658,       64.0000000000,        0.5688351393,        0.1392122358
       410,        1.2264986038,       47.0000000000,        0.5512056351,      376.0000000000,       -1.0220365524,        9.0000000000,       -0.8272123337,      198.0000000000,        0.9003247619,      133.0000000000,        0.7474927306,      194.0000000000,     -299.1021118164,      105.0000000000,     -122.1612091064,      156.0000000000,      132.4622039795,       21.0000000000,       83.8477020264,      408.0000000000,     -299.1021118164,      105.0000000000,     -122.1612091064,      156.0000000000,        0.7392116785,        0.1931107938
       366,        0.9345064163,       49.0000000000,        0.4794282913,      353.0000000000,       -0.8828763962,       11.0000000000,       -0.7583646774,      254.0000000000,        0.9174146056,      144.0000000000,        0.4403638244,      201.0000000000,     -278.0755004883,       98.0000000000,     -146.8957061768,      149.0000000000,      140.0458221436,       17.0000000000,       79.7278289795,      211.0000000000,     -278.0755004883,       98.0000000000,     -146.8957061768,      149.0000000000,        0.6717748046,        0.1607070118
