Period,accel_x_peak1_magnitude,accel_x_peak1_location,accel_x_peak2_magnitude,accel_x_peak2_location,accel_x_trough1_magnitude,accel_x_trough1_location,accel_x_trough2_magnitude,accel_x_trough2_location,accel_y_peak1_magnitude, accel_y_peak1_location, accel_y_peak2_magnitude, accel_y_peak2_location,accel_y_trough1_magnitude,accel_y_trough1_location,accel_y_trough2_magnitude,accel_y_trough2_location,gyro_z_peak1_magnitude,gyro_z_peak1_location,gyro_z_peak2_magnitude,gyro_z_peak2_location,gyro_z_trough1_magnitude,gyro_z_trough1_location,gyro_z_trough2_magnitude,gyro_z_trough2_location,standard_deviation_peak,standard_deviation_trough
       590,        0.8008847833,      201.0000000000,        0.7730527520,      589.0000000000,       -2.7508730888,      289.0000000000,       -1.0316348076,      118.0000000000,        2.5815348625,      251.0000000000,        0.7431560755,      304.0000000000,     -230.6835174561,      139.0000000000,      -70.2220993042,      315.0000000000,      228.2550811768,      255.0000000000,       83.1592483521,      565.0000000000,     -230.6835174561,      139.0000000000,      -70.2220993042,      315.0000000000,        0.8827978373,        0.1268664002
       631,        0.7730527520,        0.0000000000,        0.7647519708,      298.0000000000,       -2.8114199638,      282.0000000000,       -1.1825137138,       14.0000000000,        4.5590739250,      244.0000000000,        0.6664959192,      295.0000000000,     -208.1310272217,      134.0000000000,     -101.5331344604,      311.0000000000,      297.0264282227,      248.0000000000,       94.6185989380,       18.0000000000,     -208.1310272217,      134.0000000000,     -101.5331344604,      311.0000000000,        0.8813785315,        0.1229187772
       716,        0.8248105645,      277.0000000000,        0.6553769708,      164.0000000000,       -2.5746035576,      266.0000000000,       -0.9798769355,       91.0000000000,        4.7021403313,      228.0000000000,        0.8852459192,      140.0000000000,     -211.3964080811,      114.0000000000,      -93.4001998901,      294.0000000000,      296.7212524414,      229.0000000000,       87.3554153442,      670.0000000000,     -211.3964080811,      114.0000000000,      -93.4001998901,      294.0000000000,        0.9221625328,        0.1109353229
       694,        0.8956113458,      261.0000000000,        0.6719785333,      151.0000000000,       -3.9051699638,      246.0000000000,       -0.9881777167,       76.0000000000,        4.3984293938,      208.0000000000,        0.7856365442,      125.0000000000,     -214.8143768311,       98.0000000000,      -93.5527877808,      276.0000000000,      298.0640258789,      212.0000000000,       63.4705314636,      632.0000000000,     -214.8143768311,       98.0000000000,      -93.5527877808,      276.0000000000,        0.9531937242,        0.1144811586
       169,        0.6657481194,      162.0000000000,        0.5427012444,      105.0000000000,       -1.1150135994,       79.0000000000,        0.0000000000,    -3118.0000000000,        0.6908203959,       71.0000000000,        0.4588868022,       18.0000000000,     -187.7043914795,       98.0000000000,      -47.4608650208,       46.0000000000,       42.7490959167,        0.0000000000,       18.5028781891,      168.0000000000,     -187.7043914795,       98.0000000000,      -47.4608650208,       46.0000000000,        0.6715418696,        0.1801503152
       485,        0.9552989006,       89.0000000000,        0.6921153069,       16.0000000000,       -3.1662831306,       70.0000000000,       -0.0984120369,      454.0000000000,        5.6913084984,       31.0000000000,        0.9261719584,       82.0000000000,      -90.1091842651,       98.0000000000,       -9.5275163651,      149.0000000000,      311.6852416992,       33.0000000000,      100.8240432739,      459.0000000000,      -90.1091842651,       98.0000000000,       -9.5275163651,      149.0000000000,        1.1382923126,        0.0807640627
