Period,accel_x_peak1_magnitude,accel_x_peak1_location,accel_x_peak2_magnitude,accel_x_peak2_location,accel_x_trough1_magnitude,accel_x_trough1_location,accel_x_trough2_magnitude,accel_x_trough2_location,accel_y_peak1_magnitude, accel_y_peak1_location, accel_y_peak2_magnitude, accel_y_peak2_location,accel_y_trough1_magnitude,accel_y_trough1_location,accel_y_trough2_magnitude,accel_y_trough2_location,gyro_z_peak1_magnitude,gyro_z_peak1_location,gyro_z_peak2_magnitude,gyro_z_peak2_location,gyro_z_trough1_magnitude,gyro_z_trough1_location,gyro_z_trough2_magnitude,gyro_z_trough2_location,standard_deviation_peak,standard_deviation_trough
       359,        0.3234774470,       39.0000000000,        0.2853915095,      164.0000000000,       -0.5417569280,        5.0000000000,       -0.3449795842,      357.0000000000,        1.1036186218,      168.0000000000,        0.3018608391,      219.0000000000,     -270.3828430176,       98.0000000000,      -98.5993804932,       47.0000000000,       95.9806976318,      195.0000000000,       83.6973724365,       13.0000000000,     -270.3828430176,       98.0000000000,      -98.5993804932,       47.0000000000,        0.4837310910,        0.1643153131
       402,        0.6325594783,       85.0000000000,        0.2922274470,      240.0000000000,       -1.1086513996,       43.0000000000,       -1.0656826496,      396.0000000000,        2.4781303406,      180.0000000000,        0.6221733093,      231.0000000000,     -440.5030822754,      147.0000000000,     -249.1883697510,       95.0000000000,      202.5328216553,      214.0000000000,      183.2914886475,      401.0000000000,     -440.5030822754,      147.0000000000,     -249.1883697510,       95.0000000000,        0.7018774152,        0.1778740734
       336,        0.7170321345,       39.0000000000,        0.4084383845,      202.0000000000,       -1.0671474934,        1.0000000000,       -0.9484952092,      179.0000000000,        2.4576225281,      179.0000000000,        0.6529350281,      123.0000000000,     -396.3746643066,       97.0000000000,     -193.4785308838,       45.0000000000,      207.8428802490,      179.0000000000,      192.2789154053,        4.0000000000,     -396.3746643066,       97.0000000000,     -193.4785308838,       45.0000000000,        0.6635529995,        0.1857714653
       318,        0.6472079158,       58.0000000000,        0.3483797908,      194.0000000000,       -1.4099209309,       20.0000000000,       -1.2092373371,      179.0000000000,        2.8492240906,      183.0000000000,        0.8770561218,      130.0000000000,     -432.4922180176,      114.0000000000,     -230.6489410400,       63.0000000000,      217.3948822021,      185.0000000000,      207.7055511475,       20.0000000000,     -432.4922180176,      114.0000000000,     -230.6489410400,       63.0000000000,        0.7806556225,        0.1741480678
       403,        0.7214266658,       88.0000000000,        0.3879305720,      232.0000000000,       -1.4318935871,      224.0000000000,       -1.2180263996,      402.0000000000,        2.2535209656,      183.0000000000,        0.9107475281,      236.0000000000,     -440.2131652832,      152.0000000000,     -255.2613677979,       99.0000000000,      211.8254241943,       48.0000000000,      211.2303314209,      401.0000000000,     -440.2131652832,      152.0000000000,     -255.2613677979,       99.0000000000,        0.7122827768,        0.1972404718
       350,        0.7238680720,       37.0000000000,        0.4064852595,      177.0000000000,       -1.2404873371,      170.0000000000,       -1.2180263996,        0.0000000000,        2.4234428406,      166.0000000000,        0.6885795593,      105.0000000000,     -436.9020080566,       98.0000000000,     -253.3540191650,       47.0000000000,      214.9382171631,      167.0000000000,      208.9109954834,      347.0000000000,     -436.9020080566,       98.0000000000,     -253.3540191650,       47.0000000000,        0.7286294699,        0.1728364229
       321,        0.7014071345,       39.0000000000,        0.3474032283,      179.0000000000,       -1.1633388996,        0.0000000000,       -1.0144131184,      168.0000000000,        2.1880912781,      167.0000000000,        0.7667045593,      114.0000000000,     -429.1810607910,       98.0000000000,     -256.4820861816,       45.0000000000,      197.9246673584,      168.0000000000,      196.4445648193,        0.0000000000,     -429.1810607910,       98.0000000000,     -256.4820861816,       45.0000000000,        0.6928728819,        0.1716610342
       362,        0.6126524806,       66.0000000000,        0.4075743556,      225.0000000000,       -1.2188904285,      202.0000000000,       -1.0827724934,       28.0000000000,        2.3437035084,      202.0000000000,        1.1322777271,      149.0000000000,     -412.2543334961,      128.0000000000,     -259.1018676758,       77.0000000000,      222.8622436523,      201.0000000000,      222.5065765381,       26.0000000000,     -412.2543334961,      128.0000000000,     -259.1018676758,       77.0000000000,        0.7252165675,        0.2048123628
       331,        0.6898009181,       64.0000000000,        0.3670470119,      204.0000000000,       -1.2882263660,      193.0000000000,       -1.1461365223,       26.0000000000,        2.5321800709,      193.0000000000,        0.7719261646,      140.0000000000,     -443.2296752930,      122.0000000000,     -228.3401489258,       71.0000000000,      221.0311889648,      194.0000000000,      210.4568481445,       23.0000000000,     -443.2296752930,      122.0000000000,     -228.3401489258,       71.0000000000,        0.8027217388,        0.1859211326
       362,        0.6624571681,       90.0000000000,        0.3973204494,      230.0000000000,       -1.2120544910,       44.0000000000,       -1.1920349598,      219.0000000000,        2.7367699146,      218.0000000000,        0.8964378834,      165.0000000000,     -428.8406372070,      144.0000000000,     -215.8432006836,       92.0000000000,      231.9564819336,       46.0000000000,      225.6088256836,      218.0000000000,     -428.8406372070,      144.0000000000,     -215.8432006836,       92.0000000000,        0.7351599932,        0.2096242607
       396,        0.6097227931,       81.0000000000,        0.4808165431,      225.0000000000,       -1.2066833973,      395.0000000000,       -1.0348083973,      210.0000000000,        2.6308128834,      213.0000000000,        0.6786644459,      160.0000000000,     -419.1818237305,      148.0000000000,     -282.8140258789,       97.0000000000,      231.5750122070,      214.0000000000,      221.0617065430,      395.0000000000,     -419.1818237305,      148.0000000000,     -282.8140258789,       97.0000000000,        0.6955681443,        0.1991476864
       354,        0.6805235744,       40.0000000000,        0.4852110744,      180.0000000000,       -1.2179138660,        3.0000000000,       -1.0553162098,      351.0000000000,        2.7426292896,      169.0000000000,        0.7348167896,      115.0000000000,     -436.4700317383,       98.0000000000,     -231.2850952148,       46.0000000000,      222.6028442383,        1.0000000000,      218.7423706055,      168.0000000000,     -436.4700317383,       98.0000000000,     -231.2850952148,       46.0000000000,        0.7292407751,        0.1775935590
       330,        0.6258360744,       43.0000000000,        0.4197813869,      197.0000000000,       -1.1500427723,      175.0000000000,       -1.0675232410,        1.0000000000,        2.2387230396,      171.0000000000,        0.6234886646,      117.0000000000,     -432.3501586914,       98.0000000000,     -241.8746948242,       47.0000000000,      213.8137817383,      174.0000000000,      204.4906616211,        0.0000000000,     -432.3501586914,       98.0000000000,     -241.8746948242,       47.0000000000,        0.7260501981,        0.1982021779
       472,        0.7508360744,       72.0000000000,        0.3543516994,      239.0000000000,       -1.1334412098,       23.0000000000,       -0.8600037694,      205.0000000000,        1.6928246021,      167.0000000000,        0.8539574146,      224.0000000000,     -431.2515258789,      126.0000000000,     -176.9332885742,       74.0000000000,      198.3871459961,       32.0000000000,      175.1022338867,      209.0000000000,     -431.2515258789,      126.0000000000,     -176.9332885742,       74.0000000000,        0.7068304420,        0.1800755262
       411,        0.6009337306,       58.0000000000,        0.5379454494,      205.0000000000,       -0.7325623631,      178.0000000000,       -0.2901795506,        9.0000000000,        0.6039574146,      197.0000000000,        0.5961449146,      125.0000000000,     -287.4374389648,      120.0000000000,     -162.0864868164,       69.0000000000,       85.7620239258,      187.0000000000,       42.9916419983,       33.0000000000,     -287.4374389648,      120.0000000000,     -162.0864868164,       69.0000000000,        0.5617455244,        0.1694668233
       709,        0.3802306056,       25.0000000000,        0.1076800823,       89.0000000000,       -0.3283550739,      237.0000000000,       -0.1696636677,      115.0000000000,        0.5517323613,      240.0000000000,        0.2699941099,      708.0000000000,      -92.1510848999,      231.0000000000,      -72.5587997437,       98.0000000000,       75.2836074829,      192.0000000000,       65.5179824829,      638.0000000000,      -92.1510848999,      231.0000000000,      -72.5587997437,       98.0000000000,        0.1225675941,        0.0619487800
       630,        0.1682269573,       46.0000000000,        0.0944964886,      156.0000000000,       -0.2136089802,        0.0000000000,       -0.1296246052,      187.0000000000,        0.2519277036,      142.0000000000,        0.2357945442,      629.0000000000,     -119.4795761108,       98.0000000000,      -36.0902976990,       46.0000000000,       61.1094894409,      623.0000000000,       56.5458106995,        0.0000000000,     -119.4795761108,       98.0000000000,      -36.0902976990,       46.0000000000,        0.1042587981,        0.0209650528
